customer_id,account_open_date,age_band,income_band,state,segment,advisor_assigned,churn_risk_score
CNB0006224,2000-06-26,55-64,Under 50K,KY,Retail,False,0.0145
CNB0006225,2023-01-27,25-34,Under 50K,NC,Retail,False,0.0121
CNB0006226,2022-07-31,25-34,50-100K,FL,Retail,False,0.1201
CNB0006227,2014-03-15,55-64,100-150K,NC,Retail,False,0.0153
CNB0006228,2022-10-29,45-54,50-100K,NC,Retail,False,0.0114
CNB0006229,2019-04-18,45-54,50-100K,SC,Retail,False,0.0157
CNB0006230,2014-02-13,45-54,50-100K,FL,Retail,False,0.0147
CNB0006231,2009-01-10,35-44,150-200K,VA,Wealth Management,True,0.0156
CNB0006232,2011-01-30,25-34,50-100K,VA,Retail,False,0.0925
CNB0006233,2010-04-05,45-54,Under 50K,FL,Retail,False,0.0164
CNB0006234,2000-06-26,35-44,100-150K,TN,Retail,False,0.0112
CNB0006235,2024-08-19,35-44,200K+,GA,Affluent,True,0.0787
CNB0006236,2000-06-26,35-44,50-100K,SC,Retail,False,0.0128
CNB0006237,2000-06-26,35-44,100-150K,NC,Affluent,False,0.0164
CNB0006238,2024-08-19,25-34,150-200K,FL,Affluent,False,0.0854
CNB0006239,2022-03-03,35-44,50-100K,TN,Retail,False,0.0136
CNB0006240,2023-10-24,25-34,150-200K,VA,Affluent,True,0.0851
CNB0006241,2022-01-02,25-34,100-150K,VA,Affluent,True,0.0824
CNB0006242,2012-10-21,65+,50-100K,FL,Retail,False,0.012
CNB0006243,2022-10-29,25-34,150-200K,NC,Wealth Management,True,0.0983
CNB0006244,2008-10-12,25-34,50-100K,NC,Retail,False,0.0128
CNB0006245,2008-05-15,55-64,200K+,AL,Affluent,False,0.0189
CNB0006246,2009-06-09,45-54,Under 50K,VA,Retail,False,0.0148
CNB0006247,2024-05-21,35-44,100-150K,FL,Retail,False,0.0743
CNB0006248,2015-07-08,35-44,50-100K,TN,Retail,False,0.0115
CNB0006249,2019-03-19,35-44,50-100K,NC,Retail,False,0.0119
CNB0006250,2017-12-24,55-64,50-100K,NC,Retail,False,0.0138
CNB0006251,2016-08-31,45-54,Under 50K,TN,Retail,False,0.0131
CNB0006252,2013-12-15,18-24,50-100K,FL,Retail,False,0.0105
CNB0006253,2020-05-12,55-64,50-100K,VA,Retail,False,0.0138
CNB0006254,2016-05-03,65+,50-100K,SC,Retail,False,0.0123
CNB0006255,2014-06-13,35-44,50-100K,VA,Retail,False,0.0135
CNB0006256,2022-12-28,35-44,100-150K,NC,Retail,False,0.017
CNB0006257,2024-03-22,25-34,100-150K,AL,Affluent,True,0.0709
CNB0006258,2024-08-19,25-34,200K+,TN,Affluent,False,0.1163
CNB0006259,2022-06-01,65+,150-200K,VA,Affluent,False,0.0117
CNB0006260,2005-04-01,45-54,150-200K,TN,Affluent,True,0.0894
CNB0006261,2013-02-18,35-44,200K+,AL,Affluent,False,0.0662
CNB0006262,2015-11-05,55-64,200K+,FL,Wealth Management,True,0.0157
CNB0006263,2020-05-12,35-44,50-100K,NC,Retail,False,0.1337
CNB0006264,2011-09-27,65+,Under 50K,GA,Retail,False,0.0155
CNB0006265,2018-11-19,18-24,Under 50K,GA,Retail,False,0.0132
CNB0006266,2011-09-27,55-64,100-150K,FL,Retail,False,0.0147
CNB0006267,2022-04-02,55-64,50-100K,GA,Retail,False,0.0151
CNB0006268,2017-05-28,45-54,100-150K,VA,Retail,False,0.013
CNB0006269,2022-01-02,25-34,100-150K,VA,Retail,False,0.0725
CNB0006270,2024-04-21,25-34,100-150K,GA,Retail,False,0.0954
CNB0006271,2014-04-14,35-44,50-100K,VA,Retail,False,0.014
CNB0006272,2024-07-20,35-44,150-200K,NC,Wealth Management,True,0.0752
CNB0006273,2020-12-08,25-34,100-150K,NC,Retail,False,0.0989
CNB0006274,2022-11-28,45-54,150-200K,AL,Affluent,False,0.0939
CNB0006275,2023-06-26,55-64,100-150K,FL,Affluent,False,0.0134
CNB0006276,2003-02-11,35-44,Under 50K,GA,Retail,False,0.012
CNB0006277,2000-06-26,55-64,100-150K,FL,Retail,False,0.0146
CNB0006278,2019-10-15,65+,Under 50K,TN,Retail,False,0.0204
CNB0006279,2016-05-03,55-64,100-150K,VA,Retail,False,0.012
CNB0006280,2023-09-24,45-54,150-200K,AL,Wealth Management,True,0.072
CNB0006281,2018-01-23,35-44,100-150K,FL,Retail,False,0.0159
CNB0006282,2000-06-26,35-44,50-100K,NC,Retail,False,0.019
CNB0006283,2023-07-26,65+,150-200K,GA,Affluent,False,0.0121
CNB0006284,2012-12-20,55-64,50-100K,VA,Retail,False,0.0155
CNB0006285,2022-10-29,25-34,50-100K,SC,Retail,False,0.014
CNB0006286,2020-10-09,25-34,100-150K,SC,Retail,False,0.0941
CNB0006287,2011-09-27,35-44,150-200K,NC,Wealth Management,True,0.0944
CNB0006288,2000-06-26,35-44,Under 50K,GA,Retail,False,0.0124
CNB0006289,2006-03-27,65+,100-150K,SC,Affluent,False,0.0118
CNB0006290,2015-11-05,25-34,Under 50K,NC,Retail,False,0.0135
CNB0006291,2024-07-20,35-44,50-100K,GA,Retail,False,0.0823
CNB0006292,2012-05-24,35-44,200K+,VA,Affluent,False,0.0729
CNB0006293,2002-03-18,35-44,150-200K,GA,Wealth Management,True,0.1023
CNB0006294,2021-03-08,55-64,100-150K,GA,Retail,False,0.0143
CNB0006295,2024-01-22,55-64,200K+,GA,Affluent,True,0.0137
CNB0006296,2000-06-26,45-54,Under 50K,GA,Retail,False,0.0135
CNB0006297,2024-01-22,35-44,150-200K,AL,Affluent,False,0.1028
CNB0006298,2019-12-14,55-64,50-100K,VA,Retail,False,0.0166
CNB0006299,2000-06-26,45-54,100-150K,SC,Affluent,False,0.0136
CNB0006300,2024-02-21,35-44,50-100K,GA,Retail,False,0.0108
CNB0006301,2000-06-26,25-34,100-150K,SC,Affluent,True,0.0895
CNB0006302,2022-03-03,45-54,150-200K,SC,Wealth Management,True,0.0143
CNB0006303,2020-07-11,55-64,150-200K,NC,Affluent,False,0.0917
CNB0006304,2011-06-29,35-44,100-150K,NC,Retail,False,0.0155
CNB0006305,2000-06-26,55-64,50-100K,NC,Retail,False,0.014
CNB0006306,2014-08-12,25-34,150-200K,NC,Affluent,False,0.0991
CNB0006307,2022-11-28,35-44,50-100K,NC,Retail,False,0.0107
CNB0006308,2009-03-11,65+,50-100K,VA,Retail,False,0.0126
CNB0006309,2018-03-24,55-64,50-100K,GA,Retail,False,0.0103
CNB0006310,2000-06-26,65+,150-200K,GA,Affluent,True,0.0128
CNB0006311,2024-02-21,45-54,Under 50K,SC,Retail,False,0.0186
CNB0006312,2011-09-27,35-44,100-150K,SC,Affluent,False,0.1627
CNB0006313,2010-09-02,18-24,150-200K,VA,Affluent,False,0.0829
CNB0006314,2022-09-29,18-24,150-200K,FL,Wealth Management,True,0.0124
CNB0006315,2021-09-04,35-44,50-100K,AL,Retail,False,0.0123
CNB0006316,2023-03-28,45-54,200K+,NC,Affluent,False,0.0724
CNB0006317,2018-01-23,45-54,Under 50K,GA,Retail,False,0.0778
CNB0006318,2024-02-21,45-54,Under 50K,GA,Retail,False,0.0114
CNB0006319,2002-05-17,55-64,50-100K,SC,Retail,False,0.0143
CNB0006320,2000-06-26,55-64,150-200K,GA,Affluent,True,0.014
CNB0006321,2020-04-12,45-54,100-150K,TN,Affluent,False,0.0243
CNB0006322,2017-09-25,35-44,100-150K,VA,Affluent,True,0.014
CNB0006323,2023-09-24,25-34,100-150K,SC,Affluent,False,0.0104
CNB0006324,2018-07-22,35-44,150-200K,SC,Wealth Management,True,0.0163
CNB0006325,2022-08-30,25-34,200K+,SC,Affluent,False,0.0827
CNB0006326,2020-03-13,25-34,Under 50K,NC,Retail,False,0.0147
CNB0006327,2022-06-01,35-44,50-100K,TN,Retail,False,0.0128
CNB0006328,2023-03-28,45-54,50-100K,TN,Retail,False,0.0118
CNB0006329,2001-07-21,25-34,150-200K,VA,Affluent,True,0.1029
CNB0006330,2020-01-13,25-34,150-200K,FL,Affluent,False,0.0844
CNB0006331,2012-01-25,45-54,50-100K,VA,Retail,False,0.0138
CNB0006332,2019-07-17,55-64,Under 50K,NC,Retail,False,0.021
CNB0006333,2023-11-23,35-44,200K+,VA,Wealth Management,True,0.0105
CNB0006334,2022-03-03,55-64,Under 50K,NC,Retail,False,0.018
CNB0006335,2022-05-02,18-24,150-200K,VA,Affluent,False,0.0891
CNB0006336,2014-08-12,45-54,Under 50K,SC,Retail,False,0.0126
CNB0006337,2000-06-26,65+,Under 50K,SC,Retail,False,0.0133
CNB0006338,2023-12-23,65+,Under 50K,TN,Retail,False,0.0164
CNB0006339,2008-02-15,45-54,50-100K,VA,Retail,False,0.0131
CNB0006340,2024-02-21,55-64,100-150K,VA,Retail,False,0.0119
CNB0006341,2000-06-26,55-64,50-100K,NC,Retail,False,0.0136
CNB0006342,2023-10-24,35-44,100-150K,TN,Retail,False,0.0698
CNB0006343,2015-06-08,55-64,50-100K,GA,Retail,False,0.0189
CNB0006344,2021-06-06,25-34,200K+,SC,Affluent,True,0.0776
CNB0006345,2013-09-16,35-44,150-200K,NC,Wealth Management,True,0.0106
CNB0006346,2015-12-05,35-44,50-100K,NC,Retail,False,0.0117
CNB0006347,2023-06-26,25-34,150-200K,VA,Affluent,True,0.103
CNB0006348,2023-02-26,65+,100-150K,NC,Retail,False,0.0208
CNB0006349,2022-11-28,25-34,100-150K,NC,Affluent,False,0.0115
CNB0006350,2000-06-26,65+,50-100K,VA,Retail,False,0.0166
CNB0006351,2023-12-23,25-34,150-200K,AL,Affluent,False,0.1462
CNB0006352,2017-03-29,18-24,Under 50K,NC,Retail,False,0.0129
CNB0006353,2022-10-29,45-54,Under 50K,TN,Retail,False,0.013
CNB0006354,2020-05-12,25-34,100-150K,SC,Affluent,False,0.0855
CNB0006355,2022-09-29,35-44,50-100K,GA,Retail,False,0.0139
CNB0006356,2000-06-26,65+,100-150K,TN,Retail,False,0.0116
CNB0006357,2000-06-26,55-64,100-150K,SC,Affluent,True,0.0139
CNB0006358,2022-02-01,55-64,50-100K,NC,Retail,False,0.018
CNB0006359,2024-02-21,35-44,50-100K,SC,Retail,False,0.0146
CNB0006360,2014-01-14,55-64,50-100K,VA,Retail,False,0.0135
CNB0006361,2004-10-03,65+,100-150K,FL,Retail,False,0.0168
CNB0006362,2024-08-19,18-24,100-150K,KY,Affluent,False,0.0907
CNB0006363,2021-03-08,55-64,Under 50K,FL,Retail,False,0.0121
CNB0006364,2022-04-02,45-54,Under 50K,VA,Retail,False,0.0148
CNB0006365,2018-04-23,45-54,50-100K,VA,Retail,False,0.0121
CNB0006366,2018-01-23,25-34,100-150K,SC,Retail,False,0.085
CNB0006367,2019-07-17,18-24,100-150K,VA,Retail,False,0.0702
CNB0006368,2022-07-31,25-34,200K+,GA,Wealth Management,True,0.0883
CNB0006369,2023-10-24,65+,50-100K,AL,Retail,False,0.0167
CNB0006370,2000-06-26,55-64,100-150K,VA,Affluent,False,0.0136
CNB0006371,2023-08-25,55-64,50-100K,FL,Retail,False,0.0145
CNB0006372,2021-06-06,25-34,100-150K,FL,Affluent,True,0.0169
CNB0006373,2023-08-25,25-34,50-100K,TN,Retail,False,0.0195
CNB0006374,2023-07-26,35-44,150-200K,KY,Affluent,False,0.0924
CNB0006375,2024-02-21,65+,50-100K,NC,Retail,False,0.0117
CNB0006376,2023-12-23,45-54,200K+,NC,Affluent,True,0.1059
CNB0006377,2020-03-13,55-64,50-100K,NC,Retail,False,0.0172
CNB0006378,2001-04-22,65+,100-150K,GA,Retail,False,0.0154
CNB0006379,2024-02-21,55-64,150-200K,SC,Wealth Management,True,0.0137
CNB0006380,2022-10-29,55-64,Under 50K,SC,Retail,False,0.0154
CNB0006381,2008-12-11,25-34,150-200K,NC,Wealth Management,True,0.0135
CNB0006382,2023-08-25,45-54,100-150K,VA,Retail,False,0.0207
CNB0006383,2021-09-04,35-44,Under 50K,NC,Retail,False,0.0138
CNB0006384,2024-08-19,25-34,100-150K,NC,Retail,False,0.0848
CNB0006385,2024-06-20,25-34,100-150K,KY,Affluent,False,0.0926
CNB0006386,2020-06-11,35-44,100-150K,TN,Retail,False,0.1097
CNB0006387,2021-11-03,35-44,200K+,AL,Affluent,True,0.1048
CNB0006388,2017-07-27,35-44,50-100K,TN,Retail,False,0.1152
CNB0006389,2022-06-01,55-64,150-200K,NC,Affluent,False,0.0151
CNB0006390,2020-07-11,45-54,Under 50K,NC,Retail,False,0.0118
CNB0006391,2024-02-21,45-54,200K+,VA,Affluent,True,0.1121
CNB0006392,2017-10-25,55-64,50-100K,VA,Retail,False,0.0741
CNB0006393,2024-08-19,55-64,Under 50K,NC,Retail,False,0.105
CNB0006394,2010-05-05,65+,Under 50K,VA,Retail,False,0.0121
CNB0006395,2023-09-24,65+,200K+,KY,Wealth Management,True,0.0148
CNB0006396,2015-06-08,45-54,150-200K,NC,Wealth Management,True,0.0931
CNB0006397,2007-07-20,45-54,50-100K,GA,Retail,False,0.0142
CNB0006398,2000-06-26,45-54,50-100K,KY,Retail,False,0.0167
CNB0006399,2004-07-05,65+,50-100K,FL,Retail,False,0.014
CNB0006400,2024-02-21,45-54,100-150K,AL,Retail,False,0.0162
CNB0006401,2024-02-21,45-54,Under 50K,VA,Retail,False,0.0288
CNB0006402,2009-04-10,35-44,Under 50K,NC,Retail,False,0.0133
CNB0006403,2012-06-23,35-44,200K+,AL,Wealth Management,True,0.0145
CNB0006404,2012-12-20,65+,50-100K,SC,Retail,False,0.0114
CNB0006405,2021-11-03,55-64,50-100K,NC,Retail,False,0.0131
CNB0006406,2021-11-03,25-34,50-100K,VA,Retail,False,0.0153
CNB0006407,2017-08-26,35-44,Under 50K,KY,Retail,False,0.0106
CNB0006408,2019-04-18,35-44,50-100K,GA,Retail,False,0.1335
CNB0006409,2019-04-18,35-44,150-200K,SC,Affluent,True,0.0964
CNB0006410,2012-09-21,25-34,50-100K,AL,Retail,False,0.0139
CNB0006411,2024-02-21,55-64,150-200K,SC,Affluent,False,0.0138
CNB0006412,2001-05-22,45-54,Under 50K,GA,Retail,False,0.0143
CNB0006413,2024-02-21,55-64,Under 50K,FL,Retail,False,0.0129
CNB0006414,2013-12-15,25-34,150-200K,TN,Affluent,False,0.0129
CNB0006415,2019-04-18,45-54,50-100K,VA,Retail,False,0.019
CNB0006416,2016-11-29,45-54,150-200K,SC,Wealth Management,True,0.0217
CNB0006417,2022-01-02,35-44,Under 50K,FL,Retail,False,0.0992
CNB0006418,2024-02-21,55-64,150-200K,SC,Affluent,True,0.0112
CNB0006419,2000-06-26,25-34,50-100K,GA,Retail,False,0.0161
CNB0006420,2023-10-24,25-34,50-100K,NC,Retail,False,0.0144
CNB0006421,2023-10-24,45-54,100-150K,NC,Retail,False,0.0138
CNB0006422,2013-12-15,45-54,Under 50K,NC,Retail,False,0.0168
CNB0006423,2013-11-15,65+,50-100K,SC,Retail,False,0.0179
CNB0006424,2024-06-20,45-54,100-150K,TN,Retail,False,0.0792
CNB0006425,2020-07-11,55-64,Under 50K,VA,Retail,False,0.0116
CNB0006426,2001-05-22,55-64,50-100K,NC,Retail,False,0.0115
CNB0006427,2020-08-10,35-44,50-100K,SC,Retail,False,0.0983
CNB0006428,2006-05-26,65+,100-150K,NC,Retail,False,0.0218
CNB0006429,2023-09-24,45-54,100-150K,AL,Retail,False,0.0874
CNB0006430,2020-11-08,25-34,100-150K,NC,Retail,False,0.0149
CNB0006431,2017-05-28,45-54,50-100K,GA,Retail,False,0.0146
CNB0006432,2015-06-08,65+,Under 50K,GA,Retail,False,0.0121
CNB0006433,2022-06-01,25-34,100-150K,VA,Retail,False,0.0987
CNB0006434,2012-10-21,35-44,100-150K,FL,Affluent,False,0.0733
CNB0006435,2006-08-24,35-44,150-200K,FL,Wealth Management,True,0.0138
CNB0006436,2007-07-20,65+,200K+,NC,Affluent,False,0.0116
CNB0006437,2020-12-08,45-54,150-200K,GA,Wealth Management,True,0.0209
CNB0006438,2018-03-24,25-34,100-150K,KY,Retail,False,0.075
CNB0006439,2011-08-28,35-44,50-100K,VA,Retail,False,0.0116
CNB0006440,2013-04-19,25-34,150-200K,TN,Affluent,True,0.0815
CNB0006441,2022-06-01,25-34,150-200K,GA,Affluent,True,0.0755
CNB0006442,2019-12-14,35-44,50-100K,SC,Retail,False,0.0121
CNB0006443,2017-03-29,65+,Under 50K,GA,Retail,False,0.0169
CNB0006444,2023-02-26,35-44,200K+,NC,Wealth Management,True,0.102
CNB0006445,2024-02-21,65+,150-200K,AL,Wealth Management,True,0.0125
CNB0006446,2008-08-13,45-54,50-100K,FL,Retail,False,0.0108
CNB0006447,2022-07-01,35-44,150-200K,SC,Wealth Management,True,0.0873
CNB0006448,2024-02-21,35-44,50-100K,GA,Retail,False,0.0173
CNB0006449,2016-05-03,25-34,50-100K,SC,Retail,False,0.0119
CNB0006450,2011-07-29,55-64,100-150K,TN,Retail,False,0.0139
CNB0006451,2024-02-21,25-34,Under 50K,NC,Retail,False,0.0107
CNB0006452,2017-07-27,45-54,Under 50K,SC,Retail,False,0.0129
CNB0006453,2000-06-26,55-64,150-200K,VA,Affluent,False,0.0173
CNB0006454,2021-06-06,55-64,150-200K,SC,Wealth Management,True,0.083
CNB0006455,2002-12-13,25-34,200K+,GA,Affluent,True,0.0131
CNB0006456,2021-04-07,45-54,50-100K,SC,Retail,False,0.0136
CNB0006457,2000-06-26,35-44,100-150K,VA,Retail,False,0.0108
CNB0006458,2021-05-07,55-64,50-100K,TN,Retail,False,0.0137
CNB0006459,2024-02-21,45-54,150-200K,NC,Affluent,False,0.0144
CNB0006460,2024-02-21,35-44,100-150K,NC,Affluent,False,0.0178
CNB0006461,2023-10-24,35-44,100-150K,VA,Retail,False,0.0767
CNB0006462,2022-10-29,55-64,150-200K,FL,Wealth Management,True,0.0819
CNB0006463,2014-04-14,25-34,Under 50K,GA,Retail,False,0.0896
CNB0006464,2012-11-20,55-64,50-100K,VA,Retail,False,0.012
CNB0006465,2017-08-26,35-44,Under 50K,TN,Retail,False,0.0144
CNB0006466,2019-10-15,25-34,50-100K,GA,Retail,False,0.0913
CNB0006467,2018-09-20,55-64,100-150K,VA,Retail,False,0.011
CNB0006468,2004-03-07,35-44,Under 50K,NC,Retail,False,0.015
CNB0006469,2013-11-15,45-54,150-200K,SC,Wealth Management,True,0.0935
CNB0006470,2022-09-29,65+,100-150K,FL,Affluent,False,0.0135
CNB0006471,2023-05-27,25-34,50-100K,AL,Retail,False,0.1
CNB0006472,2014-10-11,25-34,100-150K,VA,Retail,False,0.0134
CNB0006473,2012-03-25,55-64,200K+,TN,Affluent,False,0.0155
CNB0006474,2013-08-17,45-54,50-100K,KY,Retail,False,0.0162
CNB0006475,2021-11-03,55-64,50-100K,GA,Retail,False,0.0154
CNB0006476,2022-07-01,25-34,200K+,NC,Affluent,False,0.0751
CNB0006477,2024-08-19,25-34,50-100K,TN,Retail,False,0.0671
CNB0006478,2006-01-26,65+,50-100K,SC,Retail,False,0.0148
CNB0006479,2024-02-21,65+,Under 50K,NC,Retail,False,0.0178
CNB0006480,2024-02-21,35-44,50-100K,VA,Retail,False,0.0173
CNB0006481,2021-03-08,65+,100-150K,TN,Retail,False,0.0192
CNB0006482,2007-06-20,35-44,200K+,TN,Affluent,False,0.0131
CNB0006483,2024-02-21,55-64,50-100K,TN,Retail,False,0.013
CNB0006484,2021-03-08,55-64,Under 50K,NC,Retail,False,0.0117
CNB0006485,2015-09-06,65+,100-150K,NC,Affluent,True,0.0131
CNB0006486,2022-01-02,55-64,Under 50K,SC,Retail,False,0.0138
CNB0006487,2008-05-15,65+,150-200K,SC,Affluent,False,0.0123
CNB0006488,2024-02-21,35-44,Under 50K,KY,Retail,False,0.0146
CNB0006489,2024-02-21,35-44,Under 50K,NC,Retail,False,0.0166
CNB0006490,2023-01-27,45-54,50-100K,SC,Retail,False,0.0121
CNB0006491,2000-06-26,55-64,50-100K,AL,Retail,False,0.0143
CNB0006492,2012-08-22,25-34,100-150K,VA,Retail,False,0.0681
CNB0006493,2016-11-29,25-34,100-150K,VA,Retail,False,0.0914
CNB0006494,2011-11-26,65+,50-100K,GA,Retail,False,0.0135
CNB0006495,2023-01-27,45-54,200K+,VA,Wealth Management,True,0.0961
CNB0006496,2024-08-19,35-44,100-150K,NC,Affluent,True,0.0869
CNB0006497,2005-08-29,65+,Under 50K,KY,Retail,False,0.0168
CNB0006498,2015-10-06,25-34,100-150K,VA,Retail,False,0.0253
CNB0006499,2019-04-18,55-64,150-200K,NC,Wealth Management,True,0.0128
CNB0006500,2007-04-21,45-54,150-200K,VA,Affluent,True,0.083
CNB0006501,2012-05-24,35-44,200K+,SC,Affluent,False,0.0161
CNB0006502,2022-10-29,55-64,Under 50K,NC,Retail,False,0.0129
CNB0006503,2020-04-12,18-24,50-100K,AL,Retail,False,0.0851
CNB0006504,2019-05-18,55-64,50-100K,VA,Retail,False,0.0112
CNB0006505,2021-03-08,25-34,100-150K,SC,Retail,False,0.0664
CNB0006506,2024-08-19,25-34,150-200K,GA,Affluent,True,0.081
CNB0006507,2000-06-26,25-34,50-100K,TN,Retail,False,0.0157
CNB0006508,2000-06-26,55-64,Under 50K,AL,Retail,False,0.0149
CNB0006509,2023-12-23,35-44,50-100K,NC,Retail,False,0.0175
CNB0006510,2022-03-03,35-44,100-150K,VA,Retail,False,0.096
CNB0006511,2008-03-16,55-64,Under 50K,GA,Retail,False,0.0147
CNB0006512,2024-08-19,25-34,150-200K,GA,Affluent,False,0.1115
CNB0006513,2024-08-19,25-34,150-200K,TN,Wealth Management,True,0.0837
CNB0006514,2020-05-12,35-44,Under 50K,NC,Retail,False,0.0156
CNB0006515,2000-06-26,45-54,100-150K,NC,Retail,False,0.0161
CNB0006516,2017-11-24,35-44,50-100K,VA,Retail,False,0.0125
CNB0006517,2008-02-15,35-44,Under 50K,TN,Retail,False,0.0146
CNB0006518,2009-02-09,65+,50-100K,SC,Retail,False,0.0191
CNB0006519,2015-03-10,65+,50-100K,TN,Retail,False,0.0103
CNB0006520,2020-10-09,25-34,Under 50K,TN,Retail,False,0.0136
CNB0006521,2000-06-26,55-64,200K+,NC,Wealth Management,True,0.0164
CNB0006522,2006-04-26,65+,200K+,VA,Affluent,False,0.0118
CNB0006523,2024-02-21,65+,Under 50K,TN,Retail,False,0.014
CNB0006524,2000-06-26,45-54,50-100K,NC,Retail,False,0.0133
CNB0006525,2021-06-06,45-54,150-200K,SC,Affluent,True,0.0122
CNB0006526,2013-09-16,35-44,50-100K,FL,Retail,False,0.0317
CNB0006527,2013-01-19,25-34,Under 50K,VA,Retail,False,0.0111
CNB0006528,2015-07-08,35-44,100-150K,VA,Affluent,False,0.0205
CNB0006529,2006-05-26,55-64,50-100K,FL,Retail,False,0.0138
CNB0006530,2022-10-29,18-24,100-150K,NC,Retail,False,0.0995
CNB0006531,2023-08-25,25-34,50-100K,NC,Retail,False,0.0714
CNB0006532,2013-08-17,55-64,50-100K,GA,Retail,False,0.0107
CNB0006533,2000-06-26,45-54,100-150K,NC,Retail,False,0.0125
CNB0006534,2023-04-27,45-54,50-100K,AL,Retail,False,0.0117
CNB0006535,2022-01-02,35-44,150-200K,GA,Wealth Management,True,0.0722
CNB0006536,2021-04-07,25-34,100-150K,FL,Retail,False,0.0124
CNB0006537,2018-07-22,18-24,150-200K,AL,Wealth Management,True,0.1048
CNB0006538,2000-06-26,25-34,100-150K,FL,Retail,False,0.0871
CNB0006539,2024-05-21,25-34,150-200K,FL,Affluent,False,0.1238
CNB0006540,2023-06-26,25-34,150-200K,SC,Affluent,False,0.1213
CNB0006541,2022-04-02,45-54,150-200K,GA,Wealth Management,True,0.0122
CNB0006542,2022-01-02,55-64,50-100K,SC,Retail,False,0.0723
CNB0006543,2020-10-09,35-44,150-200K,GA,Affluent,True,0.0874
CNB0006544,2019-05-18,65+,Under 50K,GA,Retail,False,0.0108
CNB0006545,2018-08-21,45-54,150-200K,GA,Affluent,False,0.0191
CNB0006546,2013-11-15,55-64,50-100K,NC,Retail,False,0.0115
CNB0006547,2018-10-20,65+,150-200K,FL,Affluent,False,0.013
CNB0006548,2020-07-11,35-44,50-100K,GA,Retail,False,0.0142
CNB0006549,2009-10-07,25-34,100-150K,NC,Retail,False,0.011
CNB0006550,2016-06-02,35-44,150-200K,AL,Wealth Management,True,0.0237
CNB0006551,2023-09-24,55-64,100-150K,GA,Retail,False,0.0116
CNB0006552,2023-02-26,25-34,150-200K,FL,Wealth Management,True,0.0223
CNB0006553,2009-03-11,45-54,50-100K,SC,Retail,False,0.0127
CNB0006554,2000-10-24,35-44,50-100K,VA,Retail,False,0.0127
CNB0006555,2021-06-06,25-34,200K+,SC,Affluent,False,0.1094
CNB0006556,2021-07-06,65+,150-200K,AL,Affluent,True,0.1447
CNB0006557,2021-10-04,35-44,100-150K,NC,Retail,False,0.0107
CNB0006558,2024-08-19,25-34,100-150K,NC,Retail,False,0.0856
CNB0006559,2014-07-13,65+,Under 50K,GA,Retail,False,0.0168
CNB0006560,2019-07-17,35-44,200K+,FL,Affluent,False,0.0972
CNB0006561,2015-11-05,55-64,200K+,TN,Affluent,False,0.0214
CNB0006562,2021-12-03,25-34,150-200K,SC,Affluent,False,0.0894
CNB0006563,2022-10-29,55-64,100-150K,VA,Retail,False,0.0136
CNB0006564,2019-08-16,25-34,100-150K,VA,Affluent,False,0.077
CNB0006565,2018-12-19,55-64,150-200K,SC,Affluent,False,0.0128
CNB0006566,2024-02-21,55-64,100-150K,GA,Retail,False,0.0141
CNB0006567,2016-09-30,25-34,200K+,TN,Wealth Management,True,0.0179
CNB0006568,2023-07-26,45-54,50-100K,SC,Retail,False,0.0134
CNB0006569,2001-04-22,35-44,100-150K,NC,Retail,False,0.0177
CNB0006570,2020-08-10,25-34,100-150K,NC,Retail,False,0.137
CNB0006571,2009-03-11,55-64,50-100K,GA,Retail,False,0.0117
CNB0006572,2018-06-22,45-54,100-150K,NC,Retail,False,0.0142
CNB0006573,2024-02-21,55-64,50-100K,NC,Retail,False,0.0113
CNB0006574,2009-11-06,65+,100-150K,SC,Retail,False,0.0155
CNB0006575,2021-01-07,35-44,150-200K,GA,Affluent,False,0.012
CNB0006576,2000-06-26,45-54,150-200K,FL,Wealth Management,True,0.0139
CNB0006577,2000-06-26,55-64,50-100K,SC,Retail,False,0.0147
CNB0006578,2020-08-10,25-34,100-150K,VA,Affluent,False,0.1036
CNB0006579,2017-04-28,25-34,100-150K,FL,Retail,False,0.072
CNB0006580,2018-03-24,55-64,Under 50K,GA,Retail,False,0.1143
CNB0006581,2008-01-16,55-64,150-200K,NC,Affluent,False,0.0196
CNB0006582,2023-12-23,55-64,100-150K,NC,Retail,False,0.019
CNB0006583,2018-05-23,55-64,50-100K,FL,Retail,False,0.0137
CNB0006584,2024-02-21,55-64,Under 50K,NC,Retail,False,0.0133
CNB0006585,2024-02-21,65+,150-200K,SC,Wealth Management,True,0.0191
CNB0006586,2014-11-10,65+,100-150K,NC,Retail,False,0.0192
CNB0006587,2003-12-08,35-44,50-100K,VA,Retail,False,0.0214
CNB0006588,2021-08-05,55-64,50-100K,FL,Retail,False,0.0122
CNB0006589,2012-12-20,45-54,50-100K,FL,Retail,False,0.0119
CNB0006590,2016-05-03,55-64,150-200K,FL,Wealth Management,True,0.0108
CNB0006591,2020-10-09,25-34,100-150K,VA,Retail,False,0.0782
CNB0006592,2022-07-01,35-44,100-150K,TN,Affluent,False,0.0808
CNB0006593,2018-04-23,45-54,50-100K,GA,Retail,False,0.0144
CNB0006594,2024-08-19,25-34,50-100K,TN,Retail,False,0.0789
CNB0006595,2022-04-02,45-54,50-100K,GA,Retail,False,0.0105
CNB0006596,2024-08-19,25-34,100-150K,SC,Retail,False,0.1353
